Identifiant unique,date,like facebook,carte fidelite,age,enfants,achat,Sexe,Deja achete,Satisfaction,Revenus mensuels,Point de vente,_Point de vente
1b486a61-2814-4085-8798-142b00793de6,13/01/2015,Non,Non,39,2,Aucun,Homme,Aucun,,,Nice,43.6999233 7.2820611
06c3e8e9-1916-4b15-b685-f9b774e375ff,30/01/2015,Non,Non,47,1,Aucun,Homme,Aucun,,3730,Paris,48.8711538 2.3030992
449c3a44-52e4-4477-9018-08deb8b071e1,02/02/2015,Non,Non,34,3,Aucun,Femme,Aucun,,2025,Toulouse,43.6031363 1.4428025
1c7b48a9-bc3b-4b86-be93-1d958f55b26b,01/02/2015,Non,Non,19,0,Aucun,Homme,A,,,Montpellier,43.6103604 3.8764686
4875cfd7-6ba3-40b8-996b-aeebeae3e6c8,13/01/2015,Non,Non,44,1,B,Homme,Aucun,Tres satisfait,5289,Montpellier,43.6103604 3.8764686
ce520938-b7ea-41f8-be15-b8623940b66b,09/01/2015,Non,Non,57,1,Aucun,Homme,Aucun,,971,Marseilles,43.2928084 5.373598
42651593-a3f1-4557-a405-5b4e0a8a696c,17/01/2015,Non,Non,36,2,B,Homme,Aucun,Satisfait,2564,Paris,48.8711538 2.3030992
d857f9c4-01fa-4df2-ac30-7c888b5c13fc,16/01/2015,Non,Non,23,0,B,Homme,B,Tres satisfait,4440,Strasbourg,48.5817339 7.7491749
41c1c16f-f363-49a3-bca2-7000df4b259d,30/01/2015,Oui,Non,56,4,Aucun,Homme,A,,1288,Lille,50.6338388 3.0616978
9d3e889f-30bd-49f6-a186-8436790c857f,12/01/2015,Non,Non,35,0,B,Homme,Aucun,Satisfait,4422,Nice,43.6999233 7.2820611
5c2323a1-e5e1-475c-9201-ddac0b1fc93b,09/01/2015,Non,Non,48,2,Aucun,Homme,Aucun,,,Lyon,45.7642761 4.8275658
b269b309-2c14-4b72-8dde-502749418d1f,20/02/2015,Non,Non,19,0,Aucun,Femme,B,,725,Marseilles,43.2928084 5.373598
50e0e85d-4a38-4281-99f7-70b75a3bc3f0,10/02/2015,Non,Non,31,1,B,Homme,Aucun,Satisfait,3252,Paris,48.8711538 2.3030992
3e2b2a4f-e293-41e3-b5fb-280daf0749bb,24/02/2015,Non,Non,28,2,Aucun,Homme,Aucun,,1544,Lille,50.6338388 3.0616978
a17e36f2-7027-4f15-948b-5e61c850a1ab,09/02/2015,Non,Non,37,1,Aucun,Homme,Aucun,,1298,Caen,49.1872438 -0.3670671
e4faa9b7-73ae-435a-9b69-a7d4e3d95547,18/02/2015,Non,Non,28,1,B,Homme,B,Satisfait,2863,Lille,50.6338388 3.0616978
576a19ca-1fea-4afc-bac4-3bb3a370ec62,12/02/2015,Non,Oui,41,2,Aucun,Homme,Aucun,,2885,Marseilles,43.2928084 5.373598
e70a0c72-cc36-49e0-8db3-3502b3683f89,27/02/2015,Oui,Non,23,0,Aucun,Homme,Aucun,,4917,Marseilles,43.2928084 5.373598
fd4c3a00-cf23-4e64-bcd9-afa533305478,18/01/2015,Oui,Oui,42,3,Aucun,Femme,Aucun,,689,Montpellier,43.6103604 3.8764686
d6497a2d-afa3-44a6-bc4d-be3e5fc3b950,08/01/2015,Non,Oui,50,4,A,Femme,B,Tres satisfait,4478,Lyon,45.7642761 4.8275658
1f4cd700-3071-4d22-9735-53a34d914f04,25/01/2015,Non,Oui,57,1,B,Homme,B,Tres satisfait,2338,Nantes,47.2237972 -1.6324407
71c2e2b5-986d-4106-a969-24a5e90b0962,13/02/2015,Non,Non,33,2,Aucun,Homme,Aucun,,,Nice,43.6999233 7.2820611
652dd4a1-3ff3-4a49-9117-41c5acd8edd4,18/01/2015,Non,Oui,44,2,Aucun,Femme,Aucun,,,Nice,43.6999233 7.2820611
3539c17e-90a6-455c-8a0b-c27a31f23255,16/01/2015,Non,Non,19,0,A,Femme,B,Insatisfait,4965,Lille,50.6338388 3.0616978
8b4c2b89-cc25-4c58-aebc-fd1aefeae29d,27/01/2015,Non,Non,69,0,Aucun,Femme,Aucun,,985,Bordeaux,44.8538741 -0.5677843
2680753e-a890-4610-ba8b-401d4f8165a3,26/01/2015,Non,Non,72,0,Aucun,Homme,Aucun,,1825,Lille,50.6338388 3.0616978
d4f39d47-3b3b-4eb1-8f7b-9415a3b1e35d,27/01/2015,Non,Non,54,1,Aucun,Homme,Aucun,,2908,Lille,50.6338388 3.0616978
b4b3cbd2-4b95-404c-87ca-80189d5fcdfd,31/01/2015,Non,Non,35,2,B,Homme,B,Satisfait,2353,Bordeaux,44.8538741 -0.5677843
d283c8cc-93f1-4606-aec5-20214268ca1c,14/01/2015,Non,Non,50,1,Aucun,Homme,A,,2599,Lille,50.6338388 3.0616978
175fbfd9-4650-43f4-bcab-5882ed85abab,15/01/2015,Non,Non,73,0,B,Homme,B,Peu satisfait,1911,Lyon,45.7642761 4.8275658
6b1d3851-03ae-4616-8497-e5871a82378f,29/01/2015,Non,Non,41,2,A,Femme,B,Tres satisfait,5991,Bordeaux,44.8538741 -0.5677843
c60b3d0c-1145-46e3-b747-4a2088ffba8c,29/01/2015,Non,Non,38,0,Aucun,Homme,Aucun,,,Strasbourg,48.5817339 7.7491749
28fb4bb4-6c0c-4e15-b976-35615e3e1cf2,23/01/2015,Non,Non,61,2,B,Femme,Aucun,Peu satisfait,2727,Nantes,47.2237972 -1.6324407
cf28321a-3e82-43ed-b97f-5c3e922474d1,15/02/2015,Non,Non,32,1,A,Femme,B,Insatisfait,5799,Nice,43.6999233 7.2820611
bf83574b-c33a-40e5-98cc-3276fcc120ca,21/02/2015,Non,Non,26,1,B,Homme,A,Tres satisfait,1734,Bordeaux,44.8538741 -0.5677843
25db402f-8d2a-454e-a770-576dbb42f828,12/01/2015,Non,Non,68,0,Aucun,Homme,A,,2496,Nice,43.6999233 7.2820611
ec051749-9f67-44ac-b0bc-38436be0c676,01/02/2015,Non,Non,64,1,Aucun,Homme,Aucun,,1968,Caen,49.1872438 -0.3670671
88f9dbe9-474c-440c-a593-b3038d526e79,14/02/2015,Non,Non,58,2,B,Homme,Aucun,Peu satisfait,3322,Lille,50.6338388 3.0616978
89d0d488-abc7-4960-814b-1e111bf2b42a,02/01/2015,Non,Non,31,3,Aucun,Homme,Aucun,,,Marseilles,43.2928084 5.373598
edcdbcb6-468e-4e4a-a1f5-5ec56c75c6f8,05/02/2015,Oui,Non,42,3,B,Femme,Aucun,Peu satisfait,3094,Paris,48.8711538 2.3030992
5bcd4f15-76d1-456b-bf88-56ce7bdf7609,11/01/2015,Non,Non,51,1,B,Homme,B,Satisfait,5893,Caen,49.1872438 -0.3670671
24d5c074-260d-49b8-bc86-70669836a0d3,13/02/2015,Non,Non,61,1,B,Homme,B,Tres satisfait,1824,Nice,43.6999233 7.2820611
9cb33cfd-88c3-448d-bea0-fbb6755a8366,21/02/2015,Non,Non,18,0,Aucun,Femme,Aucun,,,Toulouse,43.6031363 1.4428025
02a06cc3-a645-4a32-aea7-7684108c669f,07/01/2015,Non,Non,62,4,Aucun,Homme,Aucun,,5681,Lille,50.6338388 3.0616978
2a71da7e-34cd-4aab-a02e-2b13a0c0ff46,03/01/2015,Non,Non,36,2,B,Homme,Aucun,Tres satisfait,4688,Montpellier,43.6103604 3.8764686
01f7dbe8-c5de-4250-8175-938d2801a911,11/01/2015,Oui,Non,52,0,Aucun,Homme,Aucun,,1097,Lille,50.6338388 3.0616978
77c73d58-bafd-4b12-a3b7-f222687d3f9a,30/01/2015,Non,Non,30,2,Aucun,Homme,A,,1745,Lille,50.6338388 3.0616978
f4172228-8e0e-4d56-80bd-c040f1e517b7,19/01/2015,Non,Non,44,2,Aucun,Homme,Aucun,,1131,Brest,48.3921232 -4.482863
10117777-e65c-435f-80bb-9ed6542c2383,15/01/2015,Non,Non,64,1,B,Homme,B,Satisfait,1930,Nice,43.6999233 7.2820611
5dd63703-260f-4254-9e22-6b0de7849385,07/02/2015,Non,Oui,42,2,Aucun,Homme,Aucun,,3433,Toulouse,43.6031363 1.4428025
dcbbd49a-00ec-4b95-ac22-fd1c3cfbd8f7,24/02/2015,Oui,Oui,47,0,Aucun,Homme,Aucun,,4264,Bordeaux,44.8538741 -0.5677843
34e3db02-9ed4-46de-b9d3-0ba03847bef5,08/01/2015,Non,Non,23,0,B,Homme,Aucun,Satisfait,1827,Lille,50.6338388 3.0616978
7ce7f470-1fc9-43a2-8115-9d58cd0f4d5b,11/02/2015,Non,Non,26,0,B,Homme,B,Insatisfait,3477,Lille,50.6338388 3.0616978
3a0e7b39-e473-4b57-ab86-aaabe529563a,21/02/2015,Non,Non,49,2,B,Femme,Aucun,Satisfait,2931,Bordeaux,44.8538741 -0.5677843
47f29154-272e-4aa0-8080-cccdce080551,03/01/2015,Non,Non,58,1,B,Homme,Aucun,Tres satisfait,3297,Toulouse,43.6031363 1.4428025
7bc78046-4f9b-49f3-9383-ffc1185c1141,04/02/2015,Non,Non,20,0,B,Femme,B,Satisfait,3387,Lille,50.6338388 3.0616978
c9559a87-29b2-4af9-ae9c-ef86e234acb8,04/01/2015,Oui,Non,35,0,Aucun,Femme,Aucun,,907,Lille,50.6338388 3.0616978
df225a66-8514-499d-8df9-34e12de6bc45,12/01/2015,Oui,Oui,50,1,Aucun,Homme,Aucun,,1705,Paris,48.8711538 2.3030992
0abf005e-68d7-4a76-b01b-2d93a72cbb01,16/01/2015,Non,Non,46,1,Aucun,Homme,A,,,Marseilles,43.2928084 5.373598
1a626009-f87d-4c1b-b140-7c5490fb969c,08/01/2015,Non,Non,36,0,Aucun,Femme,Aucun,,,Caen,49.1872438 -0.3670671
732799cc-90fc-4222-b816-0f03472de138,30/01/2015,Non,Non,49,1,Aucun,Femme,Aucun,,3932,Montpellier,43.6103604 3.8764686
98d24545-5ea0-46be-aa59-7e377b6a0485,26/01/2015,Non,Non,28,1,Aucun,Homme,Aucun,,3321,Lille,50.6338388 3.0616978
15694bb0-6da1-4bcc-8706-789ae851c7f3,15/01/2015,Non,Non,44,1,B,Femme,Aucun,Tres satisfait,5713,Nice,43.6999233 7.2820611
97b6a27d-32e6-4a28-aae6-b6040c8f393b,21/02/2015,Non,Oui,25,0,Aucun,Homme,Aucun,,,Strasbourg,48.5817339 7.7491749
fced2f29-7f99-43b3-a40b-98ac7b6b1cb5,09/01/2015,Oui,Non,34,0,Aucun,Femme,Aucun,,1255,Brest,48.3921232 -4.482863
f2acc66e-03d9-4c8e-8d11-c0d354c108b3,16/02/2015,Non,Non,38,2,B,Homme,B,Satisfait,1643,Toulouse,43.6031363 1.4428025
0ea93754-978d-45f4-9a22-705ae314c1e4,11/02/2015,Non,Non,35,1,A,Femme,A,Tres satisfait,5406,Caen,49.1872438 -0.3670671
035a80ea-69cc-4c70-955a-3a192d6e7688,06/01/2015,Non,Non,58,1,A,Femme,B,Tres satisfait,5666,Lille,50.6338388 3.0616978
982e84c6-37d7-4c83-9fb6-a6fea24578eb,07/02/2015,Non,Non,31,0,B,Femme,Aucun,Satisfait,1549,Lille,50.6338388 3.0616978
eff56058-ab5b-495a-a472-893c1395417d,09/01/2015,Non,Non,35,1,Aucun,Femme,A,,3940,Lyon,45.7642761 4.8275658
cf1043e5-79df-42c5-846e-9f37129ef51d,02/01/2015,Non,Non,56,2,A,Femme,Aucun,Tres satisfait,5143,Nice,43.6999233 7.2820611
fbbb5bc1-0f67-4fce-b43e-c169f5952907,16/01/2015,Non,Oui,34,1,Aucun,Homme,Aucun,,855,Lille,50.6338388 3.0616978
faad4ce5-441c-4605-8cd2-fd983b3462cd,20/01/2015,Non,Non,27,0,B,Femme,B,Satisfait,4047,Marseilles,43.2928084 5.373598
26d8a964-5f30-479b-95b9-958f9b8cde33,01/01/2015,Non,Non,35,0,Aucun,Femme,A,,1484,Nantes,47.2237972 -1.6324407
6fdb29a3-2bf0-42da-bd44-11346baecced,16/02/2015,Non,Non,70,0,B,Homme,B,Satisfait,5073,Strasbourg,48.5817339 7.7491749
5b78b655-9a9c-42fe-ab20-e4e612a6258c,08/02/2015,Oui,Non,44,1,Aucun,Homme,Aucun,,,Montpellier,43.6103604 3.8764686
c71b1041-566b-405a-b921-2922ea98632b,24/02/2015,Non,Non,74,0,B,Homme,Aucun,Peu satisfait,3663,Nice,43.6999233 7.2820611
3e071278-3c99-44e0-9d23-881eeb1566d2,18/02/2015,Non,Non,46,2,A,Femme,B,Tres satisfait,4530,Bordeaux,44.8538741 -0.5677843
f1eeebda-bd9d-47e5-b808-3c45fc3e3568,19/02/2015,Oui,Non,41,4,B,Femme,Aucun,Satisfait,1561,Strasbourg,48.5817339 7.7491749
4cbd0387-8736-488f-9649-422f83cf3f7b,13/02/2015,Non,Non,47,3,B,Femme,B,Tres satisfait,1983,Paris,48.8711538 2.3030992
1816a48e-8985-49ee-b9eb-d2ced9e62bec,07/02/2015,Non,Non,42,2,Aucun,Homme,Aucun,,808,Paris,48.8711538 2.3030992
33651434-e8c9-4fd6-8bd6-b72a0979598e,30/01/2015,Non,Non,70,0,A,Femme,Aucun,Tres satisfait,3361,Brest,48.3921232 -4.482863
28d403dd-811e-43fb-ac1e-2f94861e94df,04/01/2015,Non,Non,22,0,B,Homme,B,Insatisfait,3054,Nantes,47.2237972 -1.6324407
81cafd23-4a67-4975-96dd-6e9f3bd1dcac,08/02/2015,Non,Non,18,0,B,Homme,Aucun,Peu satisfait,3595,Paris,48.8711538 2.3030992
46106fc1-bfc7-4c90-baa8-c81a9d5e4e60,25/02/2015,Oui,Oui,27,3,Aucun,Homme,A,,1216,Marseilles,43.2928084 5.373598
ed137727-5535-44c9-a49f-f533bc8febc5,18/01/2015,Non,Non,49,3,B,Femme,Aucun,Satisfait,3935,Lille,50.6338388 3.0616978
401af7d0-1f9a-4e35-a355-5d44431ce5e4,05/02/2015,Non,Non,51,2,Aucun,Homme,Aucun,,,Bordeaux,44.8538741 -0.5677843
b8e480a6-3bb0-42b8-a570-48e475b08773,20/01/2015,Non,Oui,54,1,Aucun,Homme,Aucun,,2006,Paris,48.8711538 2.3030992
c15e75d7-15f8-4e55-8c15-3eb8fd5c2832,26/01/2015,Non,Oui,34,1,Aucun,Homme,Aucun,,,Nantes,47.2237972 -1.6324407
3798732d-5238-4b13-bb0a-f18e4ddb9dfe,13/01/2015,Non,Non,58,4,B,Homme,A,Satisfait,5183,Paris,48.8711538 2.3030992
e13110ab-4fbc-44eb-b8b9-7e7eadb36736,20/01/2015,Non,Non,53,2,B,Homme,Aucun,Satisfait,4836,Marseilles,43.2928084 5.373598
1525ee44-5bc1-4ebf-844e-a3772e065f41,01/02/2015,Non,Oui,36,1,Aucun,Homme,Aucun,,,Montpellier,43.6103604 3.8764686
fcc94661-e36d-4371-9abc-23495c9c22e1,19/01/2015,Non,Non,38,1,Aucun,Homme,Aucun,,,Brest,48.3921232 -4.482863
e19ce899-4eda-41a2-84ff-32dfbc51ece1,27/02/2015,Non,Non,21,0,B,Homme,B,Peu satisfait,5369,Nice,43.6999233 7.2820611
72b7d989-308e-4633-b3ba-46643fc66950,13/01/2015,Non,Non,50,2,Aucun,Femme,Aucun,,3372,Nice,43.6999233 7.2820611
b677a671-ae74-4b46-a8c0-cdbba441bc50,26/02/2015,Non,Non,48,1,B,Femme,Aucun,Peu satisfait,3496,Montpellier,43.6103604 3.8764686
f673f781-176d-4e8e-bf58-c13981e20338,13/01/2015,Non,Oui,54,1,Aucun,Homme,Aucun,,,Nice,43.6999233 7.2820611
72bf224e-72a1-4791-8591-d0fcd4705a63,12/01/2015,Non,Non,69,0,Aucun,Homme,Aucun,,1427,Brest,48.3921232 -4.482863
9e163d3d-9888-49f7-b762-fbd439abf518,09/02/2015,Non,Non,25,0,Aucun,Femme,A,,,Nice,43.6999233 7.2820611
1e61581c-f6ec-41e4-b088-abad64ce611c,22/02/2015,Non,Non,50,2,Aucun,Femme,Aucun,,,Lille,50.6338388 3.0616978
e10a81c4-18a3-4658-b5d2-39edb6d316db,03/01/2015,Non,Non,72,0,Aucun,Femme,Aucun,,945,Lille,50.6338388 3.0616978
5337c5ea-f77e-4993-ad57-bc97d42e5f5d,20/01/2015,Non,Oui,48,2,Aucun,Femme,A,,,Brest,48.3921232 -4.482863
0ceb7a26-271e-43e9-8a12-0e7fb965bbe1,03/02/2015,Non,Non,55,2,Aucun,Homme,Aucun,,,Bordeaux,44.8538741 -0.5677843
576ba8c7-d61f-43fc-a0a5-d9799ebc9c4e,02/02/2015,Non,Non,31,1,B,Homme,B,Satisfait,4659,Montpellier,43.6103604 3.8764686
da25f0f1-d82a-48c5-a3a1-145a6e00f407,07/01/2015,Non,Non,48,0,Aucun,Homme,Aucun,,938,Strasbourg,48.5817339 7.7491749
d8d066ac-a1bb-41c4-8b22-15d9235e6b19,05/02/2015,Non,Non,41,0,B,Homme,B,Satisfait,2409,Montpellier,43.6103604 3.8764686
dfdd9870-e01f-44cc-a7ad-d03d42005559,09/01/2015,Non,Non,44,1,Aucun,Homme,Aucun,,2703,Bordeaux,44.8538741 -0.5677843
a0a12d38-de6f-4b2f-9165-6dc8b1e8fc31,11/02/2015,Oui,Non,73,0,Aucun,Homme,Aucun,,3729,Nantes,47.2237972 -1.6324407
d13d81f9-a53d-489d-b111-0ca49d08ebfa,21/02/2015,Non,Non,71,0,Aucun,Femme,A,,5612,Lille,50.6338388 3.0616978
8e6947b4-3a75-441f-8740-16a81c6e6c7e,17/01/2015,Oui,Non,56,4,Aucun,Homme,A,,794,Lyon,45.7642761 4.8275658
a2038176-9b87-4bb0-bd40-e81e702124c6,14/01/2015,Non,Non,48,0,Aucun,Femme,Aucun,,4897,Paris,48.8711538 2.3030992
1a0e6a3c-aa97-4381-8334-2523ace780c5,18/02/2015,Non,Non,43,2,B,Homme,B,Satisfait,1581,Lyon,45.7642761 4.8275658
62c583c8-7abc-4772-b0d6-6cde2fc1c4a5,13/01/2015,Non,Oui,43,2,Aucun,Homme,Aucun,,1493,Toulouse,43.6031363 1.4428025
c188b893-30df-43a7-ad02-da90abf1d360,11/01/2015,Non,Non,21,0,Aucun,Homme,A,,3699,Nantes,47.2237972 -1.6324407
752aad45-06cc-4989-b3d6-f4abaaf81d34,20/01/2015,Non,Non,26,0,B,Femme,Aucun,Peu satisfait,5626,Paris,48.8711538 2.3030992
5a51f76e-0452-4576-bbaa-20391607bfa4,09/01/2015,Non,Non,59,0,Aucun,Femme,A,,1155,Lille,50.6338388 3.0616978
a068936a-9867-4329-935a-55d2af54d8cd,06/02/2015,Non,Non,74,0,Aucun,Femme,Aucun,,,Brest,48.3921232 -4.482863
87b112ef-80b9-4bea-a5bc-2d6bf1760663,16/01/2015,Non,Oui,48,0,Aucun,Homme,Aucun,,,Paris,48.8711538 2.3030992
f0ef3140-a480-4ff4-9d5a-a1beb6ddfcb7,11/01/2015,Non,Non,62,2,Aucun,Homme,Aucun,,722,Montpellier,43.6103604 3.8764686
4fc19df6-d2b0-4c79-a384-fa20dd299aba,04/02/2015,Non,Non,33,2,Aucun,Homme,Aucun,,3384,Lille,50.6338388 3.0616978
e7ac4b54-81f4-4f3c-a986-c9557cf8e35e,05/01/2015,Non,Oui,43,2,B,Femme,Aucun,Insatisfait,3412,Nice,43.6999233 7.2820611
2d33d3e1-273e-4cd1-afab-58fbe93d4671,04/01/2015,Non,Non,64,0,B,Femme,B,Tres satisfait,2166,Lille,50.6338388 3.0616978
58b88509-2845-4047-8fd6-a06c63505ff6,07/02/2015,Non,Non,41,4,Aucun,Homme,Aucun,,,Marseilles,43.2928084 5.373598
212fbe39-d045-4ecb-be2b-9157a331650a,06/02/2015,Non,Oui,27,2,B,Homme,Aucun,Peu satisfait,2665,Bordeaux,44.8538741 -0.5677843
9bbe1100-db1a-42d5-8e79-c695a91e686e,23/01/2015,Non,Non,18,0,B,Homme,B,Satisfait,5579,Bordeaux,44.8538741 -0.5677843
17b93956-ef3d-44dd-ba25-209a8b7e5695,08/02/2015,Non,Non,41,3,B,Femme,B,Insatisfait,2226,Bordeaux,44.8538741 -0.5677843
c634cb53-7a8e-496f-bf39-ca73157b47e2,29/01/2015,Non,Oui,31,1,A,Femme,A,Satisfait,5930,Bordeaux,44.8538741 -0.5677843
0d6f27d7-7269-440b-8a47-ad400a9818dc,28/01/2015,Non,Non,18,0,B,Femme,Aucun,Peu satisfait,4301,Marseilles,43.2928084 5.373598
4563b8c4-6372-4d75-8e86-2c8860232387,30/01/2015,Non,Non,46,2,A,Femme,Aucun,Satisfait,4225,Nice,43.6999233 7.2820611
c677af5c-ac90-4168-a2c5-f789efb7c572,04/02/2015,Oui,Non,24,0,B,Homme,B,Satisfait,2098,Montpellier,43.6103604 3.8764686
cb6b5546-db66-40c2-b597-022a4287fbc9,30/01/2015,Oui,Non,46,2,Aucun,Homme,Aucun,,2082,Lille,50.6338388 3.0616978
fea7294e-9bc6-48d9-b5d2-89d4993b59e0,23/02/2015,Non,Non,42,3,Aucun,Homme,B,,,Nantes,47.2237972 -1.6324407
e793e1af-d01b-4343-9808-33e9a34b1d59,10/02/2015,Non,Non,34,1,Aucun,Femme,Aucun,,2684,Nantes,47.2237972 -1.6324407
d77bc420-2ae1-4181-bafe-a4810700eb10,18/02/2015,Non,Non,44,0,Aucun,Femme,Aucun,,,Marseilles,43.2928084 5.373598
146b4555-4960-4236-a388-d399fb5ca932,25/01/2015,Non,Non,43,0,Aucun,Homme,Aucun,,3557,Lyon,45.7642761 4.8275658
0841566a-1fd5-403f-9cd4-76b7bf3b2e3a,22/01/2015,Non,Non,63,1,Aucun,Homme,A,,1448,Brest,48.3921232 -4.482863
7b6c4280-e695-4565-bc01-b742de70710f,12/01/2015,Non,Non,56,1,Aucun,Homme,Aucun,,,Lyon,45.7642761 4.8275658
01183783-d1f6-428b-b769-ad012b32ecd0,04/02/2015,Non,Non,53,2,B,Homme,Aucun,Satisfait,4480,Lyon,45.7642761 4.8275658
25f5128f-8171-4a7a-8ce4-8bc4aa4875ff,22/01/2015,Non,Non,42,2,Aucun,Homme,Aucun,,1901,Lille,50.6338388 3.0616978
a85e2549-9998-466e-88c3-71057253043b,20/01/2015,Non,Non,58,2,Aucun,Femme,A,,,Toulouse,43.6031363 1.4428025
58d4c5fe-d772-4dc1-9d3b-f016c8c063c2,08/02/2015,Oui,Oui,54,2,Aucun,Femme,Aucun,,688,Nice,43.6999233 7.2820611
022a30b7-9154-4ab6-a3a4-cf9bc81ef53b,23/01/2015,Oui,Non,22,0,Aucun,Femme,Aucun,,1153,Brest,48.3921232 -4.482863
029c11c9-62ef-4feb-843e-de08139c3ebd,23/01/2015,Non,Non,64,1,Aucun,Homme,A,,1134,Marseilles,43.2928084 5.373598
79249b48-45d0-4b1d-b3a7-9b663e552c7c,12/01/2015,Non,Non,73,0,Aucun,Homme,Aucun,,1251,Lille,50.6338388 3.0616978
37973ae3-356c-4615-9a6e-c0f49abff7a4,19/01/2015,Non,Non,48,2,Aucun,Homme,Aucun,,4019,Nice,43.6999233 7.2820611
bf5e4b33-d43a-4fb4-874a-6f530dd6d620,03/01/2015,Oui,Non,43,2,Aucun,Homme,Aucun,,1297,Lille,50.6338388 3.0616978
106fe784-a775-403d-a2b2-1ecd98c23db4,09/02/2015,Non,Non,57,4,A,Femme,Aucun,Insatisfait,4680,Nice,43.6999233 7.2820611
323d811c-3211-4205-a6eb-5246a3235c14,18/01/2015,Non,Non,41,1,Aucun,Homme,Aucun,,5010,Paris,48.8711538 2.3030992
22eeacbe-8cd1-408a-bc90-e08eb660105d,12/01/2015,Non,Non,55,2,B,Femme,Aucun,Insatisfait,3475,Marseilles,43.2928084 5.373598
9f13dcf1-84b1-4bcf-a376-91b50c2eabbc,01/01/2015,Non,Non,41,2,Aucun,Homme,Aucun,,,Lille,50.6338388 3.0616978
a51da62b-9f10-4f5e-9e52-f46780ccabe7,20/02/2015,Non,Non,35,0,Aucun,Femme,Aucun,,,Nice,43.6999233 7.2820611
8d3e289d-7e95-4bd6-85b8-7ebf3ba917c8,24/02/2015,Non,Non,58,2,A,Femme,B,Satisfait,5186,Caen,49.1872438 -0.3670671
37c755c7-451e-48b8-a6a9-747eac789f65,03/01/2015,Non,Non,37,0,Aucun,Homme,Aucun,,,Lille,50.6338388 3.0616978
6fa3be2c-57ee-449f-b08d-9b2dccef559c,20/02/2015,Non,Non,28,1,Aucun,Homme,A,,1944,Montpellier,43.6103604 3.8764686
49de0c63-9f4b-4898-940c-0eaa21c26b35,17/02/2015,Non,Non,42,2,B,Femme,Aucun,Tres satisfait,2885,Strasbourg,48.5817339 7.7491749
ec10a9b9-2445-4a97-a93d-75d085d58da9,07/01/2015,Non,Non,49,3,Aucun,Homme,Aucun,,,Nantes,47.2237972 -1.6324407
633b5aca-f629-42ca-9e32-00df6db42911,18/02/2015,Non,Oui,51,2,Aucun,Homme,Aucun,,,Nice,43.6999233 7.2820611
3c9109ca-48d8-4946-ab0a-88f877f37068,31/01/2015,Non,Non,26,3,B,Femme,B,Tres satisfait,1643,Marseilles,43.2928084 5.373598
27c2469b-22f4-4b5d-913f-b10fc3cf6532,13/02/2015,Non,Non,60,0,Aucun,Femme,Aucun,,2193,Lille,50.6338388 3.0616978
84802134-3a8a-4578-a0b2-48a1ae1f10ed,01/02/2015,Non,Oui,51,2,B,Femme,Aucun,Tres satisfait,1638,Marseilles,43.2928084 5.373598
c2d58b78-6b61-4438-bdd0-df00d4443749,09/02/2015,Non,Non,28,2,Aucun,Femme,A,,3193,Lille,50.6338388 3.0616978
22383d23-6873-4361-8b67-08ec8dc16df2,08/01/2015,Non,Non,39,0,Aucun,Femme,Aucun,,3895,Caen,49.1872438 -0.3670671
b85fc5ce-0c35-490c-a787-8e96020d85d2,17/01/2015,Non,Non,60,2,B,Femme,A,Satisfait,2368,Lille,50.6338388 3.0616978
c89d16be-41d4-424e-b831-d35c15add4a9,07/01/2015,Non,Non,31,0,B,Femme,Aucun,Insatisfait,2562,Lille,50.6338388 3.0616978
d33059e5-6d90-4943-8472-3ecb2888d1c1,20/01/2015,Non,Oui,45,2,Aucun,Femme,Aucun,,3509,Toulouse,43.6031363 1.4428025
6663326b-ccc0-4af9-97f9-0a06c510f04b,09/01/2015,Non,Non,24,0,B,Homme,Aucun,Peu satisfait,2808,Lille,50.6338388 3.0616978
e0f79775-9309-4404-8330-42bd3c66d799,08/02/2015,Non,Non,44,3,B,Homme,Aucun,Satisfait,1637,Caen,49.1872438 -0.3670671
2659d358-9b12-4751-a0b5-ff5f73295414,24/01/2015,Non,Non,64,1,Aucun,Homme,Aucun,,1200,Paris,48.8711538 2.3030992
d400219c-50ef-45a3-9bb9-aadfce7c2981,20/01/2015,Non,Oui,27,2,B,Femme,Aucun,Peu satisfait,2147,Brest,48.3921232 -4.482863
192cc971-102d-48e4-82f4-9efb4164fc2a,02/01/2015,Non,Non,65,2,Aucun,Homme,Aucun,,3056,Paris,48.8711538 2.3030992
27fd4f4f-3cb9-4865-990d-f8461b766e13,04/02/2015,Non,Non,44,1,B,Femme,B,Satisfait,1776,Lyon,45.7642761 4.8275658
529a780c-9878-4c23-bba2-bbef5541e1f5,13/01/2015,Non,Non,41,2,Aucun,Homme,A,,2626,Strasbourg,48.5817339 7.7491749
d2b127e6-c427-45ba-af95-97d86f218651,07/01/2015,Non,Non,35,1,Aucun,Femme,Aucun,,,Toulouse,43.6031363 1.4428025
38966f24-2f55-4b13-8091-cb40d46c1aef,14/02/2015,Non,Non,37,3,B,Homme,Aucun,Tres satisfait,2845,Lille,50.6338388 3.0616978
6a5e81d3-8eb6-4529-aeb6-6e08b9b55fa5,19/01/2015,Non,Non,31,1,Aucun,Homme,Aucun,,,Paris,48.8711538 2.3030992
7c6d2ff5-0be6-4f93-9147-42f699680f61,05/01/2015,Non,Non,33,1,Aucun,Homme,Aucun,,3016,Lille,50.6338388 3.0616978
