motif_contact,mode_contact,domaine,date_creation_affaire,delai_traitement,tranche_age,genre,annee_adhesion,situation_familiale,region_anterieure,region_nouvelle,gamme,libelle_gamme,offre,libelle_offre,formule,libelle_formule,t_centre3,fonctionevo,cible,vague,Recommandation,Premier contact MGEN ?,Votre interlocuteur vous a-t-il semblé tout mettre en œuvre pour répondre à votre demande?,réponse claire,réponse appropriée,réponse complète,Satisfaction globale
Demande d'informations et d'explications,Email entrant,02- Gestion du dossier RC/Droits,3/2/2016,1,65 ans et +,Féminin,1957,Marié(e),ILE-DE-FRANCE,ILE-DE-FRANCE,,,,,,,,,Mail,201610,10,Oui,,Oui tout à fait,Oui tout à fait,Oui tout à fait,Très satisfait
Demande d'informations et d'explications,Accueil physique,06- Santé/Frais de Transports,2/29/2016,0,55-64 ans,Masculin,1977,Concubin(e),LANGUEDOC-ROUSSILLON,LANGUEDOC-ROUSSILLON-MIDI-PYRENEES,,,,,,,,,Accueil physique,201610,4,Non,Non plutôt pas,Non plutôt pas,Non plutôt pas,Non plutôt pas,Moyennement satisfait
Demande d'informations et d'explications,Email entrant,02- Gestion du dossier RC/Droits,3/4/2016,0,65 ans et +,Féminin,1963,Divorcé(e),CHAMPAGNE-ARDENNE,ALSACE-CHAMPAGNE-ARDENNE-LORRAINE,,,,,,,,,Mail,201610,10,Non,,Non plutôt pas,Non plutôt pas,Non plutôt pas,Moyennement satisfait
Réclamations particuliers,Courrier Reçu,06- Santé/Frais de Transports,2/10/2016,23,65 ans et +,Masculin,1972,Marié(e),AQUITAINE,BRETAGNE,,,,,,,Centres de Gestion,Spécialiste prestations services centre de gestion,Réclamation,201610,,,,,,,Pas du tout satisfait
Demande d'informations et d'explications,Accueil physique,10- Allocations et indemnités/Allocations journalières RC MGEN,3/4/2016,0,55-64 ans,Masculin,1988,Divorcé(e),PROVENCE-ALPES-COTE D'AZUR,PROVENCE-ALPES-COTE D'AZUR,,,,,,,Sections départementales,Conseiller Accueil Développement Services,Accueil physique,201610,9,Oui,Oui tout à fait,Oui tout à fait,Oui tout à fait,Oui plutôt,Très satisfait
Réception de documents,Courrier entrant,11- Aides au logement/Assurance emprunteurs (ITT/AERAS),2/29/2016,0,35-44 ans,Masculin,2000,Marié(e),BASSE-NORMANDIE,NORMANDIE,,,,,,,,,Courrier,201610,9,Oui,,Oui plutôt,Non plutôt pas,Non plutôt pas,Moyennement satisfait
Demande d'informations et d'explications,Email entrant,06- Santé/Actes médicaux courants,3/1/2016,7,65 ans et +,Féminin,1969,Marié(e),,,,,,,,,,,Mail,201610,10,Oui,,Oui tout à fait,Oui tout à fait,Oui tout à fait,Très satisfait
Demande d'informations et d'explications,Email entrant,02- Gestion du dossier RC/Droits,3/2/2016,1,65 ans et +,Masculin,1974,Divorcé(e),AUVERGNE,AUVERGNE-RHONE-ALPES,,,,,,,,,Mail,201610,10,Non,,Non pas du tout,Oui tout à fait,Oui tout à fait,Plutôt satisfait
Demande d'informations et d'explications,Appel Entrant,01- Gestion du dossier RO/Sesam Vitale,3/1/2016,0,55-64 ans,Féminin,1991,Marié(e),MIDI-PYRENEES,LANGUEDOC-ROUSSILLON-MIDI-PYRENEES,,,,,,,Centres d'Appels,Téléconseiller,Téléphone,201610,5,Oui,Oui plutôt,Oui plutôt,Oui plutôt,Non pas du tout,Moyennement satisfait
Demande d'informations et d'explications,Email entrant,06- Santé/Actes médicaux courants,3/3/2016,0,35-44 ans,Féminin,2003,Marié(e),RHONE-ALPES,AUVERGNE-RHONE-ALPES,,,,,,,,,Mail,201610,6,Oui,,Oui plutôt,Oui plutôt,Oui plutôt,Plutôt satisfait
Demande d'informations et d'explications,Email entrant,02- Gestion du dossier RC/Droits,3/1/2016,0,65 ans et +,Féminin,1966,Marié(e),ILE-DE-FRANCE,ILE-DE-FRANCE,,,,,,,,,Mail,201610,1,Non,,Non pas du tout,Non pas du tout,Non pas du tout,Pas du tout satisfait
Demande d'informations et d'explications,Appel Entrant,04- Cotisations/Echéancier,3/4/2016,0,45-54 ans,Masculin,2013,Célibataire,PROVENCE-ALPES-COTE D'AZUR,PROVENCE-ALPES-COTE D'AZUR,,,,,,,Centres de Gestion,Spécialiste prestations services centre de gestion,Téléphone,201610,2,Non,Oui plutôt,Non plutôt pas,Non plutôt pas,Non plutôt pas,Peu satisfait
Demande d'informations et d'explications,Appel Entrant,"08- Dentaire Optique Audioprothèses/Optique - Montures, verres",2/29/2016,0,65 ans et +,Féminin,1971,Célibataire,ILE-DE-FRANCE,ILE-DE-FRANCE,,,,,,,Centres d'Appels,Téléconseiller,Téléphone,201610,2,Oui,Oui tout à fait,Oui tout à fait,Oui tout à fait,Oui tout à fait,Très satisfait
Réception de documents,Accueil physique,08- Dentaire Optique Audioprothèses/Dentaire - Implants,3/4/2016,0,65 ans et +,Féminin,1976,Marié(e),CENTRE,CENTRE-VAL DE LOIRE,,,,,,,Sections départementales,Assistant prestations service réseau,Accueil physique,201610,10,Oui,Oui tout à fait,Oui tout à fait,Oui tout à fait,Oui tout à fait,Très satisfait
Réception de documents,Accueil physique,06- Santé/Prise en charge,3/3/2016,0,65 ans et +,Féminin,1969,Célibataire,NORD-PAS-DE-CALAIS,NORD-PAS-DE-CALAIS-PICARDIE,,,,,,,Sections départementales,Spécialiste prestations services réseau,Accueil physique,201610,9,Oui,Oui tout à fait,Oui tout à fait,Oui tout à fait,Oui tout à fait,Très satisfait
Réclamations particuliers,Appel entrant,06- Santé/Actes médicaux courants,2/23/2016,10,65 ans et +,Masculin,1971,Marié(e),NORD-PAS-DE-CALAIS,NORD-PAS-DE-CALAIS-PICARDIE,,,,,,,,,Réclamation,201610,,,,,,,Peu satisfait
Demande d'informations et d'explications,Accueil physique,11- Aides au logement/Assurance emprunteurs (décès),3/3/2016,1,55-64 ans,Féminin,2016,Marié(e),,,,,,,,,Sections départementales,Conseiller Accueil Développement Services,Accueil physique,201610,10,Oui,Oui tout à fait,Oui tout à fait,Oui tout à fait,Oui tout à fait,Très satisfait
Demande d'informations et d'explications,Email entrant,01- Gestion du dossier RO/CEAM,3/2/2016,0,65 ans et +,Féminin,1967,Divorcé(e),BRETAGNE,BRETAGNE,,,,,,,,,Mail,201610,9,Oui,,Oui tout à fait,Oui tout à fait,Oui tout à fait,Très satisfait
Réclamations particuliers,Accueil physique,02- Gestion du dossier RC/Mise à jour,2/24/2016,7,45-54 ans,Féminin,1988,Marié(e),CENTRE,CENTRE-VAL DE LOIRE,,,,,,,Centres de Gestion,Spécialiste prestations services centre de gestion,Réclamation,201610,,,,Oui tout à fait,Oui tout à fait,Oui plutôt,Plutôt satisfait
Demande de documents,Email entrant,02- Gestion du dossier RC/Droits,3/2/2016,0,18-24 ans,Féminin,1986,Célibataire,BASSE-NORMANDIE,NORMANDIE,,,,,,,,,Mail,201610,2,Non,,Oui plutôt,Non plutôt pas,Non pas du tout,Pas du tout satisfait
Réclamations particuliers,Accueil physique,06- Santé/Pharmacie,3/4/2016,0,65 ans et +,Masculin,1962,Célibataire,FRANCHE-COMTE,BOURGOGNE-FRANCHE-COMTE,,,,,,,,,Réclamation,201610,,,,Oui tout à fait,Oui tout à fait,Oui tout à fait,Très satisfait
Réclamations particuliers,Appel entrant,07- Hospitalisation  et soins coûteux/Hospitalisation,2/19/2016,10,45-54 ans,Féminin,1994,Marié(e),LIMOUSIN,AQUITAINE-LIMOUSIN-POITOU-CHARENTES,,,,,,,Centres de Gestion,Spécialiste prestations services centre de gestion,Réclamation,201610,,,,Oui plutôt,Oui plutôt,Oui plutôt,Plutôt satisfait
Réclamations particuliers,Courrier Reçu,08- Dentaire Optique Audioprothèses/Dentaire - Prothèses,2/19/2016,11,65 ans et +,Masculin,2016,Marié(e),,,,,,,,,Centres de Gestion,Spécialiste prestations services centre de gestion,Réclamation,201610,,,,Oui tout à fait,Non pas du tout,Non pas du tout,Pas du tout satisfait
Demande d'informations et d'explications,Email entrant,08- Dentaire Optique Audioprothèses/Dentaire - Implants,3/2/2016,0,65 ans et +,Masculin,1968,Marié(e),AQUITAINE,BRETAGNE,,,,,,,,,Mail,201610,9,Oui,,Oui tout à fait,Oui tout à fait,Oui tout à fait,Très satisfait
Réception de documents,Courrier entrant,06- Santé/Arrêts de travail,3/1/2016,0,55-64 ans,Féminin,1991,Marié(e),BASSE-NORMANDIE,NORMANDIE,,,,,,,Sections départementales,Conseiller Accueil Développement Services,Courrier,201610,10,Oui,,Oui tout à fait,Oui tout à fait,Oui plutôt,Plutôt satisfait
Demande d'informations et d'explications,Email entrant,20 - Dépendance totale - PTA/Rente Dépendance Totale,3/1/2016,1,65 ans et +,Féminin,2016,Célibataire,,,,,,,,,,,Mail,201610,6,Non,,Non pas du tout,Non pas du tout,Non pas du tout,Pas du tout satisfait
Demande de documents,Appel Entrant,02- Gestion du dossier RC/Droits,3/4/2016,0,55-64 ans,Féminin,2008,Marié(e),PROVENCE-ALPES-COTE D'AZUR,PROVENCE-ALPES-COTE D'AZUR,,,,,,,Centres d'Appels,Téléconseiller Spécialiste,Téléphone,201610,5,Oui,Oui tout à fait,Oui tout à fait,Oui tout à fait,Oui tout à fait,Très satisfait
Réception de documents,Accueil physique,06- Santé/Arrêts de travail,3/3/2016,1,55-64 ans,Féminin,1975,Célibataire,ILE-DE-FRANCE,ILE-DE-FRANCE,,,,,,,Centres de Gestion,Gestionnaire prestations services centre de gestion,Accueil physique,201610,8,Oui,Oui plutôt,Oui plutôt,Oui plutôt,Oui plutôt,Plutôt satisfait
Démission  volontaire,Courrier entrant,02- Gestion du dossier RC/Résiliation,3/1/2016,0,45-54 ans,Féminin,1981,Marié(e),LANGUEDOC-ROUSSILLON,LANGUEDOC-ROUSSILLON-MIDI-PYRENEES,,,,,,,Sections départementales,Assistant prestations service réseau,Courrier,201610,8,Oui,,Oui tout à fait,Oui tout à fait,Oui tout à fait,Très satisfait
Demande d'informations et d'explications,Accueil physique,13- Prévoyance/PID,3/2/2016,0,65 ans et +,Féminin,1969,Divorcé(e),POITOU-CHARENTES,AQUITAINE-LIMOUSIN-POITOU-CHARENTES,,,,,,,,,Accueil physique,201610,6,Non,Non pas du tout,Non pas du tout,Non pas du tout,Non pas du tout,Moyennement satisfait
Demande d'informations et d'explications,Appel Entrant,10- Allocations et indemnités/Allocations journalières RC MGEN,3/4/2016,0,55-64 ans,Féminin,1987,Marié(e),RHONE-ALPES,AUVERGNE-RHONE-ALPES,,,,,,,Sections départementales,Spécialiste prestations services réseau,Téléphone,201610,8,Oui,Oui tout à fait,Oui tout à fait,Oui tout à fait,Oui tout à fait,Très satisfait
Demande de documents,Accueil physique,01- Gestion du dossier RO/Droits,3/2/2016,0,65 ans et +,Féminin,1963,Marié(e),CENTRE,CENTRE-VAL DE LOIRE,,,,,,,Sections départementales,Assistant prestations service réseau,Accueil physique,201610,10,Oui,Oui plutôt,Oui tout à fait,Oui plutôt,Oui plutôt,Plutôt satisfait
Réclamations particuliers,Courrier Reçu,05- Indus/Echéancier,2/24/2016,7,45-54 ans,Féminin,1991,Concubin(e),POITOU-CHARENTES,AQUITAINE-LIMOUSIN-POITOU-CHARENTES,,,,,,,Centres de Gestion,Gestionnaire prestations services centre de gestion,Réclamation,201610,,,,Oui plutôt,Oui plutôt,Oui plutôt,Peu satisfait
Demande d'informations et d'explications,Email entrant,01- Gestion du dossier RO/CEAM,3/4/2016,3,55-64 ans,Féminin,1995,Marié(e),LANGUEDOC-ROUSSILLON,LANGUEDOC-ROUSSILLON-MIDI-PYRENEES,,,,,,,,,Mail,201610,10,Non,,Oui plutôt,Non plutôt pas,Oui plutôt,Plutôt satisfait
Demande d'informations et d'explications,Email entrant,06- Santé/Actes médicaux courants,3/1/2016,0,65 ans et +,Masculin,1969,Marié(e),LANGUEDOC-ROUSSILLON,LANGUEDOC-ROUSSILLON-MIDI-PYRENEES,,,,,,,,,Mail,201610,10,Oui,,Oui plutôt,Oui plutôt,Non plutôt pas,Plutôt satisfait
Réception de documents,Accueil physique,06- Santé/Actes médicaux courants,3/4/2016,0,55-64 ans,Masculin,1978,Marié(e),PROVENCE-ALPES-COTE D'AZUR,PROVENCE-ALPES-COTE D'AZUR,,,,,,,,,Accueil physique,201610,9,Oui,Oui tout à fait,Oui tout à fait,Oui plutôt,Oui plutôt,Plutôt satisfait
Demande d'informations et d'explications,Email entrant,07- Hospitalisation  et soins coûteux/Soins coûteux,3/1/2016,0,65 ans et +,Féminin,1962,Marié(e),POITOU-CHARENTES,AQUITAINE-LIMOUSIN-POITOU-CHARENTES,,,,,,,,,Mail,201610,9,Non,,Non pas du tout,Oui plutôt,Oui tout à fait,Moyennement satisfait
Réception de documents,Accueil physique,02- Gestion du dossier RC/Résiliation,2/29/2016,0,55-64 ans,Masculin,2013,Marié(e),ILE-DE-FRANCE,ILE-DE-FRANCE,,,,,,,Sections départementales,Conseiller Accueil Développement Services,Accueil physique,201610,1,Non,Oui plutôt,Oui plutôt,Non pas du tout,Non pas du tout,Pas du tout satisfait
Demande d'informations et d'explications,Appel Entrant,"08- Dentaire Optique Audioprothèses/Optique - Montures, verres",2/29/2016,0,35-44 ans,Féminin,1997,Célibataire,ILE-DE-FRANCE,ILE-DE-FRANCE,,,,,,,,,Téléphone,201610,4,Non,Oui plutôt,Oui plutôt,Oui plutôt,Non plutôt pas,Moyennement satisfait
Demande d'informations et d'explications,Email entrant,08- Dentaire Optique Audioprothèses/Dentaire - Prothèses,3/4/2016,0,55-64 ans,Féminin,1984,Célibataire,LORRAINE,NORD-PAS-DE-CALAIS-PICARDIE,,,,,,,,,Mail,201610,3,Non,,Non pas du tout,Non plutôt pas,Non pas du tout,Peu satisfait
Réception de documents,Courrier entrant,02- Gestion du dossier RC/Mise à jour,3/2/2016,0,55-64 ans,Féminin,2010,Marié(e),ILE-DE-FRANCE,ILE-DE-FRANCE,,,,,,,Centres de Gestion,Gestionnaire prestations services centre de gestion,Courrier,201610,1,Non,,Non pas du tout,Non pas du tout,Non pas du tout,Pas du tout satisfait
Demande d'informations et d'explications,Accueil physique,10- Allocations et indemnités/Allocations journalières RC MGEN,3/3/2016,0,35-44 ans,Féminin,1997,Marié(e),NORD-PAS-DE-CALAIS,NORD-PAS-DE-CALAIS-PICARDIE,,,,,,,Sections départementales,Conseiller Accueil Développement Services,Accueil physique,201610,8,Non,Oui plutôt,Oui tout à fait,Oui plutôt,Oui plutôt,Plutôt satisfait
Proposition de prestations ou de services,Accueil physique,15- Offres complémentaires/Sollicitudes,3/1/2016,0,55-64 ans,Féminin,1979,Marié(e),PAYS DE LA LOIRE,PAYS DE LA LOIRE,,,,,,,Sections départementales,Conseiller mutualiste,Accueil physique,201610,8,Oui,Oui tout à fait,Oui tout à fait,Oui tout à fait,Oui tout à fait,Très satisfait
Réception de documents,Accueil physique,06- Santé/Actes médicaux courants,2/29/2016,0,18-24 ans,Féminin,2007,Célibataire,LIMOUSIN,AQUITAINE-LIMOUSIN-POITOU-CHARENTES,,,,,,,,,Accueil physique,201610,7,Oui,Oui plutôt,Oui plutôt,Oui plutôt,Oui plutôt,Plutôt satisfait
Réclamations particuliers,Appel entrant,05- Indus/Recouvrement amiable,3/1/2016,0,65 ans et +,Masculin,1984,Divorcé(e),NORD-PAS-DE-CALAIS,NORD-PAS-DE-CALAIS-PICARDIE,,,,,,,Centres de Gestion,Gestionnaire prestations services centre de gestion,Réclamation,201610,,,,Non pas du tout,Non pas du tout,Non pas du tout,Pas du tout satisfait
Demande d'informations et d'explications,Email entrant,08- Dentaire Optique Audioprothèses/Dentaire - Implants,3/3/2016,0,65 ans et +,Féminin,1971,Célibataire,POITOU-CHARENTES,AQUITAINE-LIMOUSIN-POITOU-CHARENTES,,,,,,,,,Mail,201610,8,Non,,Oui plutôt,Oui plutôt,Oui plutôt,Plutôt satisfait
Demande d'informations et d'explications,Email entrant,07- Hospitalisation  et soins coûteux/Hospitalisation,3/3/2016,1,65 ans et +,Féminin,1995,Marié(e),MIDI-PYRENEES,LANGUEDOC-ROUSSILLON-MIDI-PYRENEES,,,,,,,,,Mail,201610,8,Oui,,Oui tout à fait,Oui tout à fait,Oui tout à fait,Très satisfait
Réclamations particuliers,Courrier Reçu,06- Santé/Actes médicaux courants,2/19/2016,13,18-24 ans,Masculin,1991,Célibataire,NORD-PAS-DE-CALAIS,NORD-PAS-DE-CALAIS-PICARDIE,,,,,,,Centres de Gestion,Spécialiste prestations services centre de gestion,Réclamation,201610,,,,Non plutôt pas,Non plutôt pas,Non plutôt pas,Moyennement satisfait
Réception de documents,Courrier entrant,02- Gestion du dossier RC/Mise à jour,3/3/2016,0,35-44 ans,Masculin,2001,Marié(e),LIMOUSIN,AQUITAINE-LIMOUSIN-POITOU-CHARENTES,,,,,,,,,Courrier,201610,2,Oui,,Oui plutôt,Oui plutôt,Oui plutôt,Peu satisfait
Demande d'informations et d'explications,Appel Entrant,04- Cotisations/Calcul de la cotisation,3/1/2016,0,65 ans et +,Féminin,1983,Marié(e),RHONE-ALPES,AUVERGNE-RHONE-ALPES,,,,,,,,,Téléphone,201610,7,Non,Non plutôt pas,Non pas du tout,Non pas du tout,Non pas du tout,Peu satisfait
Demande d'informations et d'explications,Email entrant,"08- Dentaire Optique Audioprothèses/Optique - Montures, verres",3/1/2016,2,65 ans et +,Féminin,1973,Divorcé(e),PROVENCE-ALPES-COTE D'AZUR,PROVENCE-ALPES-COTE D'AZUR,,,,,,,,,Mail,201610,3,Oui,,Oui tout à fait,Oui tout à fait,Oui tout à fait,Très satisfait
Demande d'informations et d'explications,Accueil physique,04- Cotisations/Appel de cotisations,3/4/2016,0,45-54 ans,Masculin,1992,Célibataire,BASSE-NORMANDIE,NORMANDIE,,,,,,,,,Accueil physique,201610,7,Oui,Oui plutôt,Oui plutôt,Oui plutôt,Oui plutôt,Plutôt satisfait
Demande d'informations et d'explications,Email entrant,04- Cotisations/Calcul de la cotisation,2/29/2016,1,45-54 ans,Féminin,2001,Marié(e),AUVERGNE,AUVERGNE-RHONE-ALPES,,,,,,,,,Mail,201610,5,Oui,,Non plutôt pas,Non plutôt pas,Non plutôt pas,Peu satisfait
Réclamations particuliers,Courrier Reçu,07- Hospitalisation  et soins coûteux/Hospitalisation,2/10/2016,19,55-64 ans,Masculin,1977,Marié(e),RHONE-ALPES,AUVERGNE-RHONE-ALPES,,,,,,,Centres de Gestion,Spécialiste prestations services centre de gestion,Réclamation,201610,,,,Oui tout à fait,Oui tout à fait,Oui tout à fait,Très satisfait
Demande d'informations et d'explications,Email entrant,02- Gestion du dossier RC/Droits,2/29/2016,1,65 ans et +,Féminin,1970,Divorcé(e),ILE-DE-FRANCE,ILE-DE-FRANCE,,,,,,,,,Mail,201610,7,Non,,Non plutôt pas,Non plutôt pas,Non plutôt pas,Peu satisfait
Demande d'informations et d'explications,Appel Entrant,07- Hospitalisation  et soins coûteux/Hospitalisation,3/3/2016,0,55-64 ans,Féminin,1977,Marié(e),CENTRE,CENTRE-VAL DE LOIRE,,,,,,,,,Téléphone,201610,10,Oui,Oui tout à fait,Oui tout à fait,Oui tout à fait,Oui tout à fait,Très satisfait
Demande d'informations et d'explications,Email entrant,10- Allocations et indemnités/Allocations journalières RC MGEN,2/29/2016,1,55-64 ans,Féminin,1990,Divorcé(e),POITOU-CHARENTES,AQUITAINE-LIMOUSIN-POITOU-CHARENTES,,,,,,,,,Mail,201610,9,Non,,Non plutôt pas,Non plutôt pas,Non plutôt pas,Moyennement satisfait
Réception de documents,Courrier entrant,04- Cotisations/Echéancier,2/29/2016,0,55-64 ans,Féminin,1991,Célibataire,LANGUEDOC-ROUSSILLON,LANGUEDOC-ROUSSILLON-MIDI-PYRENEES,,,,,,,Centres de Gestion,Spécialiste prestations services centre de gestion,Courrier,201610,8,Oui,,Oui tout à fait,Oui tout à fait,Oui tout à fait,Très satisfait
Réclamations particuliers,Courrier Reçu,06- Santé/Actes médicaux courants,2/18/2016,12,65 ans et +,Féminin,1962,Marié(e),CENTRE,CENTRE-VAL DE LOIRE,,,,,,,Centres de Gestion,Spécialiste prestations services centre de gestion,Réclamation,201610,,,,Oui plutôt,Oui tout à fait,Oui tout à fait,Très satisfait
Souscription de dossier RC,Accueil physique,02- Gestion du dossier RC/Création de l'adhésion souscripteur MP,2/29/2016,0,55-64 ans,Masculin,1975,Marié(e),FRANCHE-COMTE,BOURGOGNE-FRANCHE-COMTE,,,,,,,,,Accueil physique,201610,10,Oui,Oui tout à fait,Oui tout à fait,Oui tout à fait,Oui tout à fait,Très satisfait
Demande d'informations et d'explications,Appel Entrant,08- Dentaire Optique Audioprothèses/Dentaire - Prothèses,3/2/2016,0,55-64 ans,Féminin,1980,Marié(e),ALSACE,ALSACE-CHAMPAGNE-ARDENNE-LORRAINE,,,,,,,Centres d'Appels,Téléconseiller,Téléphone,201610,9,Oui,Oui tout à fait,Oui tout à fait,Oui tout à fait,Oui tout à fait,Plutôt satisfait
Demande d'informations et d'explications,Email entrant,02- Gestion du dossier RC/Droits,3/2/2016,0,65 ans et +,Masculin,2016,Marié(e),,,,,,,,,,,Mail,201610,9,Oui,,Oui plutôt,Non plutôt pas,Non plutôt pas,Moyennement satisfait
Demande d'informations et d'explications,Email entrant,08- Dentaire Optique Audioprothèses/Dentaire - Soins courants,2/29/2016,4,45-54 ans,Masculin,1996,Marié(e),ILE-DE-FRANCE,ILE-DE-FRANCE,,,,,,,,,Mail,201610,8,Oui,,Oui plutôt,Oui tout à fait,Oui plutôt,Très satisfait
Demande d'informations et d'explications,Appel Entrant,01- Gestion du dossier RO/Créances PF et franchises,3/4/2016,0,65 ans et +,Féminin,1966,Marié(e),CHAMPAGNE-ARDENNE,ALSACE-CHAMPAGNE-ARDENNE-LORRAINE,,,,,,,Centres d'Appels,Téléconseiller,Téléphone,201610,3,Non,Non pas du tout,Non plutôt pas,Non pas du tout,Non pas du tout,Pas du tout satisfait
Réception de documents,Accueil physique,01- Gestion du dossier RO/Droits,3/2/2016,0,65 ans et +,Masculin,1973,Marié(e),BASSE-NORMANDIE,NORMANDIE,,,,,,,,,Accueil physique,201610,8,Oui,Oui plutôt,Oui plutôt,Oui tout à fait,Oui plutôt,Plutôt satisfait
Demande d'informations et d'explications,Appel Entrant,07- Hospitalisation  et soins coûteux/Hospitalisation,3/4/2016,0,55-64 ans,Féminin,1972,Marié(e),ILE-DE-FRANCE,ILE-DE-FRANCE,,,,,,,,,Téléphone,201610,7,Non,Oui tout à fait,Oui plutôt,Oui plutôt,Non pas du tout,Moyennement satisfait
Réclamations particuliers urgentes,Visite Etablissement,07- Hospitalisation  et soins coûteux/Hospitalisation,3/3/2016,0,45-54 ans,Masculin,2002,Veuf/veuve,PAYS DE LA LOIRE,PAYS DE LA LOIRE,,,,,,,Centres de Gestion,Spécialiste prestations services centre de gestion,Réclamation,201610,,,,Non plutôt pas,Non pas du tout,Non pas du tout,Pas du tout satisfait
Demande d'informations et d'explications,Email entrant,02- Gestion du dossier RC/Résiliation,3/3/2016,0,65 ans et +,Féminin,1965,Divorcé(e),POITOU-CHARENTES,AQUITAINE-LIMOUSIN-POITOU-CHARENTES,,,,,,,,,Mail,201610,4,Non,,Non plutôt pas,Non plutôt pas,Non plutôt pas,Peu satisfait
